"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
3035248,"       (2000 CN114)","2000 CN114",,,N,N,0,7.1,,,,,,,,,,,,,,,,,,,7,2460200.5,60200,2023-09-13.0000000,J2000,.04645772049266506,43.73446991566989,41.70266613643283,1.551974505498144,82.39966520367481,314.3260044769368,125.3897212452683,45.76627369490695,.003407754291300617,2423405.088556937430,1922-12-16.5885569,105641.4193121303,289.230443017468,40.7093,15842.838281,36.7305,5.909,.00012165,.014347,.018172,.00019083,.012863,.28612,.2948,.015013,1.6768E-6,68.629,51.982,TNO,"Otto Matic",7318,2000-02-05,2020-02-18,22,,,4,.25842,,,,,,,,,
3035249,"       (2000 CO114)","2000 CO114",,,N,N,0,6.94,,,,,,,,,,,,,,,,,.042371,,"JPL 6",2451606.5,51606,2000-03-03.0000000,J2000,.06122364675835132,46.14356117072263,43.31848408143394,32.51457221482331,333.2254690088031,352.0103431668806,180.0566829754331,48.96863826001133,.003144397273878764,2508833.148337154387,2156-11-06.6483372,114489.349991047,313.454756991231,42.3077,16464.887609,38.2908,5.126,21.046,805.01,1726.8,552.54,143.9,145400.,163940.,854.29,.082285,5.0891E7,2.996E6,TNO,"Otto Matic",54,2000-02-05,2000-03-30,4,,,9,.058482,,,,,,,,,
3035250,"       (2000 CP114)","2000 CP114",,,N,N,0,7.9884,,,,,,,,,,,,,,,,,.22156,,"JPL 6",2451607.5,51607,2000-03-04.0000000,J2000,.1656178949901977,39.47848867367085,32.94014448214312,30.99843010925894,127.0388329334609,260.1302726470173,86.97546819580579,46.01683286519857,.00397340922824861,2429718.119068013129,1940-03-29.6190680,90602.29624489999,248.055568090075,32.084,12486.13028,28.7071,4.789,161.75,1646.7,5018.2,360.15,70.885,10593.,29991.,1919.5,.24861,6179300.,5668800.,TNO,"Otto Matic",53,2000-02-06,2000-03-30,4,,,9,.09242,,,,,,,,,
3031948,"       (2000 FB8)","2000 FB8",,,N,N,0,8.2,,,,,,,,,,,,,,,,,,,6,2460200.5,60200,2023-09-13.0000000,J2000,.2999143947963101,39.09608178039232,27.37060407431891,4.59886412739816,1.834307447386203,66.2399224648854,117.8288784544229,50.82155948646572,.004031848661701788,2430975.970921398897,1943-09-08.4709214,89289.06568830609,244.460138777019,26.3863,10268.756371,22.3391,5.346,.00016959,.017956,.017604,.00071048,.0015379,.063586,.086838,.023341,2.7776E-6,5.4307,61.513,TNO,"Otto Matic",5474,2000-03-27,2015-03-23,18,,,4,.13929,,,,,,,,,
3031949,"       (2000 FC8)","2000 FC8",,,N,N,0,8.0,,,,,,,,,,,,,,,,,,,7,2460200.5,60200,2023-09-13.0000000,J2000,.06924769004317377,43.69951969940232,40.67342890422254,.7158387062680289,332.7285866287397,30.98263198376429,211.1796991287178,46.72561049458209,.003411843314282762,2503819.238365940233,2143-02-14.7383659,105514.8102765907,288.883806369858,39.6707,15438.646319,35.7198,5.901,.00062312,.030516,.055565,.00047812,.030617,.37696,.45588,.032629,3.5738E-6,171.09,110.52,TNO,"Otto Matic",5506,2000-03-27,2015-04-24,17,,,5,.22184,,,,,,,,,
3031954,"       (2000 FH8)","2000 FH8",,,N,N,0,7.2,,,,,,,,,,,,,,,,,,,7,2460200.5,60200,2023-09-13.0000000,J2000,.03865766517864984,43.25342273828841,41.58134640424106,2.080746618949215,8.89144276077614,21.55463481206199,183.5631741850919,44.92549907233577,.003464761573553095,2511123.722873882492,2163-02-14.2228739,103903.2534728853,284.471604306325,40.5862,15794.931454,36.6225,5.879,.00029702,.018764,.030834,.00024073,.0021047,.34474,.37439,.019489,2.2546E-6,136.17,67.612,TNO,"Otto Matic",6622,2000-03-29,2018-05-16,21,,,4,.26279,,,,,,,,,
3031987,"       (2000 FR53)","2000 FR53",,,N,N,0,7.6,,,,,,,,,,,,,,,,,,,7,2460200.5,60200,2023-09-13.0000000,J2000,.08606298742026232,44.26809127675919,40.45824709408843,2.518155978090853,39.49210243738927,84.81703811311219,101.6569091967665,48.07793545942994,.003346323156740775,2429821.811381122716,1940-07-11.3113811,107580.7634641688,294.540077930647,39.4734,15361.863078,35.1633,5.924,.00019953,.023728,.020569,.00045205,.0013701,.26533,.28701,.02577,2.6905E-6,61.367,86.496,TNO,"Otto Matic",5491,2000-03-31,2015-04-13,19,,,4,.32622,,,,,,,,,
3031988,"       (2000 FS53)","2000 FS53",,,N,N,0,7.8,,,,,,,,,,,,,,,,,,,8,2460200.5,60200,2023-09-13.0000000,J2000,.03345654165667052,42.84881872220674,41.41524543368811,2.095780519805217,26.1220993260052,122.3400223636572,85.23818823102603,44.28239201072538,.003513951746938208,2435943.425808444543,1957-04-14.9258084,102448.7602351617,280.489418850545,40.4259,15732.547503,36.0208,5.854,.00014328,.017458,.012749,.00057887,.002043,.4965,.50618,.018043,2.1476E-6,129.35,62.613,TNO,"Otto Matic",5822,1999-05-16,2015-04-24,31,,,4,.34093,,,,,,,,,
3031989,"       (2000 FT53)","2000 FT53",,,N,N,0,8.3,,,,,,,,,,,,,,,,,,,6,2460200.5,60200,2023-09-13.0000000,J2000,.1524056686734005,44.95655404160008,38.10492036163816,12.01877130080596,35.41527392958649,245.934744066033,336.2942063325598,51.80818772156201,.003269750024533828,2467450.532415190503,2043-07-20.0324152,110100.1597366226,301.437808998282,37.1068,14440.853356,32.9884,5.798,.00027203,.023854,.013025,.00037253,.0005348,.13317,.10614,.02749,2.6024E-6,27.147,87.629,TNO,"Otto Matic",5532,2000-03-31,2015-05-24,17,,,4,.14952,,,,,,,,,
3035233,"       (2000 FU53)","2000 FU53",,,N,N,0,8.53,,,,,,,,,,,,,,,,,.35577,,"JPL 7",2451666.5,51666,2000-05-02.0000000,J2000,.03852303329963349,40.99365799089029,39.41445793903344,5.529051077683881,31.82976279789335,181.7603924866634,353.9396056748487,42.57285804274715,.003755165339255082,2453280.382153682608,2004-10-01.8821537,95867.94920497795,262.472140191589,38.4086,14947.474862,33.9576,5.710,.86022,31.546,6.9128,2.8877,2.5341,1815.7,1677.5,32.761,.0043346,447050.,110660.,TNO,"Otto Matic",37,2000-03-31,2000-05-07,10,,,9,.30576,,,,,,,,,
3035235,"       (2000 FW53)","2000 FW53",,,N,N,0,7.1846,,,,,,,,,,,,,,,,,.08836,,"JPL 6",2451638.5,51638,2000-04-04.0000000,J2000,.146648720161715,47.20134433684123,40.27932759993105,6.661921705388385,50.28186836335045,337.0087598437419,179.1568248701947,54.12336107375141,.003039292665564268,2392691.618411374569,1838-11-13.1184114,118448.6127574566,324.294627672708,39.2829,15287.726193,35.3248,6.029,654.51,26997.,53918.,2825.,10610.,2030400.,2711100.,30956.,2.6075,8.4469E8,1.0162E8,TNO,"Otto Matic",6,2000-03-31,2000-04-06,5,,,9,.2601,,,,,,,,,
3035237,"       (2000 FY53)","2000 FY53",,,N,N,0,8.80,,,,,,,,,,,,,,,,,.064567,,"JPL 7",2451665.5,51665,2000-05-01.0000000,J2000,.7387936362752717,66.52946782691716,17.37792037161033,21.59934343249937,28.40352654145568,284.0944043929325,340.1029057359362,115.681015282224,.001816280831828081,2462620.355612299449,2030-04-28.8556123,198207.2340859651,542.661831857536,16.4334,6395.386278,12.7294,4.559,4.5004,464.95,184.62,133.89,11.014,493.46,255.12,808.45,.01904,25697.,2077800.,TNO,"Otto Matic",35,2000-03-31,2000-05-05,10,,,9,.28895,,,,,,,,,
3031990,"       (2000 GV146)","2000 GV146",,,N,N,0,7.53,,,,,,,,,,,,,,,,,,,8,2460200.5,60200,2023-09-13.0000000,J2000,.06513974185942283,43.8022859044568,40.94901630778785,3.677938778211062,99.87373549968068,60.1553348282244,68.88488951280958,46.65555550112575,.003399843376953385,2439939.305034443190,1968-03-23.8050344,105887.230700197,289.903437919773,39.9582,15550.532694,35.5318,5.897,.00016992,.021004,.012609,.00018738,.0051406,.28228,.28896,.022373,2.4455E-6,70.477,76.164,TNO,"Otto Matic",8059,2000-04-02,2022-04-26,22,,,4,.26922,,,,,,,,,
3031991,"       (2000 GW146)","2000 GW146",,,N,N,0,8.0592,,,,,,,,,,,,,,,,,.097231,,"JPL 6",2451638.5,51638,2000-04-04.0000000,J2000,.0001014681246966444,41.20811550386269,41.20393419366023,28.97383516963528,8.913122056755265,136.0109291985285,44.00513170676414,41.21229681406516,.003725889258971219,2439827.861344863291,1967-12-03.3613449,96621.2291825877,264.534508371219,40.2061,15647.007937,35.7396,5.050,2371.8,5425.4,98630.,3211.,.31193,1.407E9,1.4066E9,5426.,.73582,3.7752E11,1.9082E7,TNO,"Otto Matic",1,2000-04-03,2000-04-04,6,,,9,.12237,,,,,,,,,
3031992,"       (2000 GX146)","2000 GX146",,,N,N,0,7.8,,,,,,,,,,,,,,,,,,,8,2460200.5,60200,2023-09-13.0000000,J2000,.01920977215551345,43.84357275008226,43.0013477070695,.6825593717809569,345.0759962574464,35.84113354553025,197.09736991295,44.68579779309502,.003395042134187737,2508183.006151142188,2155-01-26.5061511,106036.9756165426,290.313417156859,42.0034,16346.463178,38.0502,5.923,.00077401,.045015,.078082,.00049245,.025798,1.0763,1.1357,.04588,5.2286E-6,389.74,163.3,TNO,"Otto Matic",5467,2000-04-03,2015-03-23,21,,,5,.21137,,,,,,,,,
3031993,"       (2000 GY146)","2000 GY146",,,N,N,0,7.9,,,,,,,,,,,,,,,,,,,6,2460200.5,60200,2023-09-13.0000000,J2000,.02663986699680107,43.71731452517849,42.55269108077042,2.709145091560527,13.56308214902715,10.73840130111075,193.7482858031284,44.88193796958657,.003409760375999246,2508958.094629549531,2157-03-11.5946295,105579.2666645967,289.060278342496,41.5558,16172.270686,37.5997,5.908,.0005952,.034033,.05914,.00074326,.0018784,.3879,.41402,.03494,3.9817E-6,150.56,123.29,TNO,"Otto Matic",5467,2000-04-03,2015-03-23,17,,,4,.21099,,,,,,,,,
3031994,"       (2000 GZ146)","2000 GZ146",,,N,N,0,7.96,,,,,,,,,,,,,,,,,.32597,,"JPL 7",2451661.5,51661,2000-04-27.0000000,J2000,.5593355234038437,91.80684432539154,40.45601500259346,1.623364321134271,216.2612302313529,21.29900839676813,354.176515099403,143.1576736481896,.001120447429031383,2456858.963753949878,2014-07-20.4637539,321300.2151392475,879.672046924702,39.4443,15350.538231,35.0544,7.018,15.242,1803.2,2143.3,56.788,106.07,22229.,5205.7,2811.8,.03301,4498800.,9.466E6,TNO,"Otto Matic",32,2000-04-03,2000-05-05,8,,,9,.17904,,,,,,,,,
3035239,"       (2000 GF147)","2000 GF147",,,N,N,0,8.46,,,,,,,,,,,,,,,,,.23317,,"JPL 7",2451665.5,51665,2000-05-01.0000000,J2000,.6226248334863465,101.1947175531948,38.18837338693903,3.493255697701317,27.18814552007192,184.2464178072904,359.1642324144598,164.2010617194506,.0009682049753681099,2452528.713479379653,2002-09-11.2134794,371822.0925926647,1017.99340887793,37.1832,14470.585944,32.7312,6.940,54.908,14301.,161.2,88.562,10.599,2296.4,593.67,23204.,.20524,448050.,7.8817E7,TNO,"Otto Matic",29,2000-04-05,2000-05-04,8,,,9,.24303,,,,,,,,,
