which_des,which_obj,which_resonance,which_conditions_checked
15760,0,not_resonant,none
15788,1,32,0
15789,2,32,0
15807,3,not_resonant,none
15809,4,other,0
15810,5,32,0
15820,6,32,0
15836,7,other,0
15874,8,not_resonant,none
15875,9,32,0
15883,10,not_resonant,none
16684,11,not_resonant,none
19255,12,not_resonant,none
19299,13,32,0
19308,14,not_resonant,none
19521,15,not_resonant,none
20000,16,not_resonant,none
20108,17,32,0
20161,18,21,0
24835,19,not_resonant,none
24952,20,32,0
24978,21,not_resonant,none
26181,22,not_resonant,none
26308,23,21,0
26375,24,52,0
28978,25,32,0
29981,26,not_resonant,none
32929,27,32,0
33001,28,not_resonant,none
33128,29,not_resonant,none
33340,30,32,0
35671,31,not_resonant,none
38083,32,not_resonant,none
38084,33,52,0
38628,34,32,0
40314,35,not_resonant,none
42301,36,other,0
42355,37,not_resonant,none
44594,38,not_resonant,none
45802,39,not_resonant,none
47171,40,32,0
47932,41,32,0
48639,42,not_resonant,none
49673,43,not_resonant,none
50000,44,not_resonant,none
52747,45,not_resonant,none
53311,46,not_resonant,none
54520,47,not_resonant,none
55565,48,not_resonant,none
55636,49,not_resonant,none
55637,50,not_resonant,none
55638,51,32,0
58534,52,not_resonant,none
59358,53,not_resonant,none
60454,54,not_resonant,none
60458,55,not_resonant,none
60608,56,not_resonant,none
60620,57,other,0
60621,58,52,0
65489,59,not_resonant,none
66452,60,not_resonant,none
66652,61,other,0
69986,62,32,0
69987,63,not_resonant,none
69988,64,52,0
69990,65,32,0
73480,66,not_resonant,none
76803,67,not_resonant,none
78799,68,not_resonant,none
79360,69,not_resonant,none
79969,70,other,0
79978,71,not_resonant,none
79983,72,not_resonant,none
80806,73,not_resonant,none
82075,74,other,0
82155,75,not_resonant,none
82157,76,not_resonant,none
84522,77,52,0
84719,78,32,0
84922,79,32,0
85627,80,not_resonant,none
85633,81,not_resonant,none
86047,82,not_resonant,none
86177,83,not_resonant,none
87555,84,not_resonant,none
88267,85,not_resonant,none
88268,86,not_resonant,none
88611,87,not_resonant,none
90482,88,32,0
90568,89,not_resonant,none
91133,90,32,0
91205,91,32,0
91554,92,not_resonant,none
95625,93,other,0
B8228,94,32,0
B8378,95,other,0
B8379,96,not_resonant,none
B8698,97,other,0
B8702,98,not_resonant,none
B9066,99,other,0
B9067,100,other,0
B9068,101,52,0
B9069,102,32,0
B9070,103,other,0
B9473,104,32,0
B9878,105,other,0
B9951,106,not_resonant,none
B9956,107,other,0
B9979,108,21,0
C0132,109,not_resonant,none
C0178,110,not_resonant,none
C0181,111,not_resonant,none
C0216,112,32,0
C0347,113,not_resonant,none
C0348,114,not_resonant,none
C3509,115,not_resonant,none
C6154,116,other,0
C6155,117,32,0
C6619,118,other,0
C6719,119,not_resonant,none
C7546,120,not_resonant,none
C7871,121,other,0
C9746,122,32,0
C9772,123,not_resonant,none
D0391,124,21,0
D1318,125,32,0
D1695,126,not_resonant,none
D1696,127,other,0
D1697,128,other,0
D3067,129,32,0
D4210,130,not_resonant,none
D4340,131,not_resonant,none
D4568,132,other,0
D4860,133,not_resonant,none
D5024,134,other,0
D5182,135,not_resonant,none
D5571,136,52,0
D5742,137,other,0
D6108,138,not_resonant,none
D6120,139,not_resonant,none
D6199,140,not_resonant,none
D6472,141,not_resonant,none
D7294,142,not_resonant,none
D7295,143,21,0
D8537,144,not_resonant,none
D8628,145,not_resonant,none
D9775,146,32,0
E3685,147,other,0
E3707,148,52,0
E3751,149,other,0
E3991,150,not_resonant,none
E4897,151,not_resonant,none
E5451,152,not_resonant,none
E5452,153,not_resonant,none
E5453,154,not_resonant,none
E5474,155,not_resonant,none
E5480,156,not_resonant,none
E8112,157,not_resonant,none
E8780,158,not_resonant,none
E9348,159,not_resonant,none
E9349,160,other,0
E9560,161,not_resonant,none
F0642,162,not_resonant,none
G0091,163,not_resonant,none
G0147,164,other,0
G0148,165,other,0
G0256,166,not_resonant,none
G8700,167,32,0
G8703,168,not_resonant,none
G9071,169,32,0
H4567,170,not_resonant,none
H5113,171,not_resonant,none
I1708,172,not_resonant,none
I1855,173,not_resonant,none
I1867,174,other,0
I1868,175,not_resonant,none
I1871,176,not_resonant,none
I1874,177,not_resonant,none
I1902,178,not_resonant,none
I2222,179,other,0
I2223,180,not_resonant,none
I2294,181,not_resonant,none
I2397,182,other,0
I2926,183,not_resonant,none
I2933,184,other,0
I2934,185,not_resonant,none
I3595,186,not_resonant,none
I3963,187,not_resonant,none
I3964,188,other,0
I4212,189,not_resonant,none
I4314,190,not_resonant,none
K2421,191,not_resonant,none
K8996,192,32,0
M5088,193,not_resonant,none
M9762,194,not_resonant,none
N0965,195,not_resonant,none
O1097,196,not_resonant,none
R5809,197,not_resonant,none
R8361,198,other,0
U3712,199,not_resonant,none
U3775,200,not_resonant,none
U5543,201,not_resonant,none
U6792,202,32,0
U7251,203,not_resonant,none
U7261,204,not_resonant,none
U7463,205,32,0
U7616,206,not_resonant,none
U7982,207,not_resonant,none
U8193,208,not_resonant,none
U8379,209,21,0
U8460,210,other,0
U8634,211,not_resonant,none
U9239,212,not_resonant,none
V2645,213,21,0
V5530,214,not_resonant,none
V6179,215,not_resonant,none
Y1520,216,32,0
Z3222,217,not_resonant,none
a3330,218,not_resonant,none
a3401,219,not_resonant,none
a4171,220,not_resonant,none
c5185,221,32,0
c5191,222,not_resonant,none
c5194,223,not_resonant,none
c5199,224,not_resonant,none
c5201,225,not_resonant,none
c5266,226,not_resonant,none
c5362,227,not_resonant,none
c5363,228,not_resonant,none
c5437,229,not_resonant,none
c5445,230,32,0
c5446,231,other,0
c5447,232,not_resonant,none
c5458,233,not_resonant,none
c5527,234,other,0
c5528,235,not_resonant,none
c5533,236,not_resonant,none
c5571,237,other,0
c5607,238,other,0
c5695,239,other,0
c6723,240,not_resonant,none
e8832,241,not_resonant,none
f3666,242,not_resonant,none
f5720,243,not_resonant,none
f6400,244,not_resonant,none
g0356,245,not_resonant,none
g7581,246,other,0
g7614,247,not_resonant,none
h2949,248,other,0
h4194,249,not_resonant,none
h4390,250,not_resonant,none
h4709,251,other,0
h7360,252,not_resonant,none
h7871,253,not_resonant,none
h7915,254,other,0
h8028,255,32,0
h9858,256,not_resonant,none
i3843,257,not_resonant,none
i4018,258,not_resonant,none
i4025,259,not_resonant,none
i4030,260,not_resonant,none
i4745,261,32,0
j0265,262,32,0
j1657,263,not_resonant,none
j5171,264,not_resonant,none
j5206,265,not_resonant,none
j5209,266,not_resonant,none
j5502,267,32,0
j6826,268,32,0
k8422,269,not_resonant,none
k9306,270,other,0
k9333,271,not_resonant,none
k9361,272,not_resonant,none
k9362,273,32,0
k9372,274,32,0
k9420,275,other,0
k9421,276,32,0
k9438,277,not_resonant,none
k9442,278,not_resonant,none
k9505,279,21,0
k9506,280,32,0
k9509,281,not_resonant,none
k9514,282,not_resonant,none
k9584,283,other,0
k9610,284,not_resonant,none
k9615,285,not_resonant,none
k9704,286,32,0
k9705,287,not_resonant,none
k9707,288,32,0
k9708,289,32,0
k9987,290,32,0
l0027,291,not_resonant,none
l0083,292,21,0
l0308,293,not_resonant,none
l0309,294,other,0
l0316,295,not_resonant,none
l0443,296,not_resonant,none
l0523,297,other,0
l0593,298,not_resonant,none
l0596,299,not_resonant,none
l0599,300,not_resonant,none
l1137,301,not_resonant,none
l1143,302,other,0
l1150,303,not_resonant,none
l1151,304,52,0
l1152,305,not_resonant,none
l1155,306,not_resonant,none
l1165,307,not_resonant,none
l1172,308,52,0
l1196,309,not_resonant,none
l1210,310,not_resonant,none
l1272,311,not_resonant,none
l1288,312,not_resonant,none
l1318,313,not_resonant,none
l1325,314,not_resonant,none
l1921,315,not_resonant,none
l1954,316,not_resonant,none
l2231,317,not_resonant,none
l2232,318,not_resonant,none
l2235,319,52,0
l2262,320,not_resonant,none
l2271,321,not_resonant,none
m0017,322,not_resonant,none
m2824,323,not_resonant,none
m3002,324,not_resonant,none
m7581,325,21,0
m8644,326,not_resonant,none
n1767,327,32,0
n1768,328,not_resonant,none
n3480,329,not_resonant,none
n5189,330,21,0
n5190,331,not_resonant,none
n5297,332,other,0
n5603,333,52,0
n5613,334,not_resonant,none
n9514,335,other,0
o0828,336,other,0
o0829,337,not_resonant,none
o0830,338,not_resonant,none
o0831,339,not_resonant,none
o0832,340,not_resonant,none
o0833,341,32,0
o0834,342,32,0
o0835,343,not_resonant,none
o0836,344,not_resonant,none
o0837,345,not_resonant,none
o0838,346,not_resonant,none
o0839,347,not_resonant,none
o0840,348,not_resonant,none
o0856,349,not_resonant,none
o0876,350,not_resonant,none
o0877,351,21,0
o0878,352,not_resonant,none
o0879,353,other,0
o0880,354,21,0
o0881,355,not_resonant,none
o0882,356,other,0
o0883,357,32,0
o0884,358,32,0
o0885,359,32,0
o0886,360,not_resonant,none
o0887,361,not_resonant,none
o0888,362,not_resonant,none
o1105,363,not_resonant,none
o1546,364,other,0
o1581,365,not_resonant,none
o3858,366,32,0
o3883,367,other,0
o4555,368,32,0
o4847,369,not_resonant,none
o5412,370,not_resonant,none
o5446,371,not_resonant,none
o5447,372,not_resonant,none
o5448,373,not_resonant,none
o5476,374,not_resonant,none
o5477,375,not_resonant,none
o5624,376,not_resonant,none
o5679,377,21,0
o6121,378,not_resonant,none
o6439,379,not_resonant,none
o8770,380,not_resonant,none
o8788,381,not_resonant,none
o8792,382,other,0
o8823,383,32,0
o8869,384,not_resonant,none
p1551,385,not_resonant,none
p1552,386,not_resonant,none
p1553,387,not_resonant,none
p1554,388,not_resonant,none
p1555,389,other,0
p4312,390,not_resonant,none
p6977,391,not_resonant,none
p7717,392,not_resonant,none
q3588,393,not_resonant,none
q3591,394,not_resonant,none
q3601,395,not_resonant,none
q3615,396,not_resonant,none
q3617,397,21,0
q3618,398,32,0
q3624,399,other,0
q3627,400,not_resonant,none
q3629,401,not_resonant,none
q3634,402,not_resonant,none
q3635,403,not_resonant,none
q3639,404,other,0
q3640,405,not_resonant,none
q3642,406,not_resonant,none
q3644,407,32,0
q3645,408,not_resonant,none
q3646,409,other,0
q3647,410,not_resonant,none
q3652,411,not_resonant,none
q3653,412,not_resonant,none
q3655,413,32,0
q3658,414,not_resonant,none
q3659,415,not_resonant,none
q3671,416,not_resonant,none
q3672,417,not_resonant,none
q3674,418,not_resonant,none
q3675,419,other,0
q3677,420,other,0
q3678,421,not_resonant,none
q3680,422,not_resonant,none
q3681,423,not_resonant,none
q3683,424,not_resonant,none
q3684,425,not_resonant,none
q3687,426,not_resonant,none
q3688,427,other,0
q3689,428,not_resonant,none
q3690,429,not_resonant,none
q3691,430,21,0
q3692,431,not_resonant,none
q3693,432,other,0
q3695,433,not_resonant,none
q3696,434,not_resonant,none
q3697,435,32,0
q3698,436,not_resonant,none
q3699,437,not_resonant,none
q3700,438,32,0
q3701,439,32,0
q3702,440,not_resonant,none
q3703,441,32,0
q3704,442,32,0
q3705,443,not_resonant,none
q3706,444,not_resonant,none
q3710,445,not_resonant,none
q3711,446,not_resonant,none
q3712,447,not_resonant,none
q3713,448,52,0
q3715,449,32,0
q3716,450,not_resonant,none
q3717,451,32,0
q3718,452,not_resonant,none
q3720,453,not_resonant,none
q3721,454,not_resonant,none
q3722,455,not_resonant,none
q3723,456,not_resonant,none
q3724,457,not_resonant,none
q3725,458,not_resonant,none
q3726,459,not_resonant,none
q3730,460,not_resonant,none
q3731,461,other,0
q3733,462,not_resonant,none
q3734,463,not_resonant,none
q3735,464,not_resonant,none
q3736,465,not_resonant,none
q3738,466,not_resonant,none
q3739,467,not_resonant,none
q3741,468,not_resonant,none
q3742,469,other,0
q3743,470,other,0
q3744,471,not_resonant,none
q3745,472,not_resonant,none
q3746,473,not_resonant,none
q3748,474,not_resonant,none
q3749,475,other,0
q3750,476,not_resonant,none
q3751,477,32,0
q3752,478,not_resonant,none
q3753,479,not_resonant,none
q3755,480,not_resonant,none
q3756,481,not_resonant,none
q3757,482,not_resonant,none
q3758,483,not_resonant,none
q3759,484,not_resonant,none
q3760,485,32,0
q3761,486,not_resonant,none
q3762,487,not_resonant,none
q3763,488,not_resonant,none
q3764,489,32,0
q3765,490,not_resonant,none
q3766,491,32,0
q3767,492,not_resonant,none
q3768,493,32,0
q3769,494,52,0
q3770,495,not_resonant,none
q3771,496,not_resonant,none
q3772,497,not_resonant,none
q3773,498,not_resonant,none
q3774,499,not_resonant,none
q3776,500,not_resonant,none
q3777,501,other,0
q3778,502,not_resonant,none
q3780,503,not_resonant,none
q3787,504,not_resonant,none
q3789,505,not_resonant,none
q3793,506,not_resonant,none
q3794,507,other,0
q3797,508,not_resonant,none
q3798,509,not_resonant,none
q3800,510,not_resonant,none
q3899,511,not_resonant,none
q3955,512,other,0
q3965,513,not_resonant,none
q3983,514,not_resonant,none
q4049,515,not_resonant,none
q4179,516,21,0
q4216,517,32,0
q4217,518,not_resonant,none
q4365,519,52,0
q4366,520,not_resonant,none
q4435,521,not_resonant,none
q4457,522,other,0
q4460,523,32,0
q4531,524,not_resonant,none
q4612,525,not_resonant,none
q4613,526,not_resonant,none
q4747,527,not_resonant,none
q4834,528,not_resonant,none
q5257,529,other,0
q5258,530,32,0
q5460,531,not_resonant,none
q5461,532,not_resonant,none
q5462,533,not_resonant,none
q5595,534,not_resonant,none
q5596,535,not_resonant,none
q5729,536,not_resonant,none
q5815,537,52,0
q5816,538,other,0
q7604,539,other,0
q8219,540,not_resonant,none
q8381,541,other,0
q9780,542,not_resonant,none
q9823,543,not_resonant,none
q9938,544,32,0
q9940,545,not_resonant,none
r0055,546,other,0
r0231,547,not_resonant,none
r0838,548,32,0
r0839,549,other,0
r0930,550,other,0
r0941,551,not_resonant,none
r0955,552,not_resonant,none
r1015,553,not_resonant,none
r1016,554,not_resonant,none
r1017,555,52,0
r1040,556,not_resonant,none
r1074,557,21,0
r1075,558,not_resonant,none
r1076,559,not_resonant,none
r1077,560,32,0
r1141,561,not_resonant,none
r1142,562,not_resonant,none
r1224,563,not_resonant,none
r1682,564,not_resonant,none
r1683,565,other,0
r1684,566,not_resonant,none
r1917,567,other,0
r2026,568,not_resonant,none
r2027,569,not_resonant,none
r2037,570,not_resonant,none
r2038,571,not_resonant,none
r2039,572,other,0
r2092,573,32,0
r2093,574,not_resonant,none
r2095,575,not_resonant,none
r2184,576,not_resonant,none
r3028,577,other,0
r3085,578,other,0
r3205,579,not_resonant,none
r3206,580,not_resonant,none
r3207,581,not_resonant,none
r3208,582,not_resonant,none
r3209,583,32,0
r3210,584,other,0
r3211,585,other,0
r3397,586,not_resonant,none
r3398,587,other,0
r3506,588,not_resonant,none
r3507,589,not_resonant,none
r3508,590,other,0
r3560,591,not_resonant,none
r3561,592,not_resonant,none
r3562,593,32,0
r3563,594,not_resonant,none
r3676,595,not_resonant,none
r3704,596,not_resonant,none
r3868,597,not_resonant,none
r4073,598,not_resonant,none
r4074,599,other,0
r4161,600,32,0
r4314,601,other,0
r4315,602,32,0
r4405,603,not_resonant,none
r4625,604,not_resonant,none
r4626,605,21,0
r4627,606,other,0
r4631,607,not_resonant,none
r5017,608,not_resonant,none
r5018,609,not_resonant,none
r5019,610,other,0
r5020,611,not_resonant,none
r5021,612,not_resonant,none
r5022,613,other,0
r5023,614,not_resonant,none
r5024,615,32,0
r5025,616,21,0
r5026,617,not_resonant,none
r5027,618,not_resonant,none
r5028,619,not_resonant,none
r5029,620,32,0
r5030,621,not_resonant,none
r5031,622,not_resonant,none
r5032,623,32,0
r5167,624,32,0
r5168,625,32,0
r5169,626,not_resonant,none
r5228,627,not_resonant,none
r5229,628,32,0
r5230,629,not_resonant,none
r5231,630,32,0
r5466,631,not_resonant,none
r5986,632,not_resonant,none
r5987,633,not_resonant,none
r5988,634,other,0
r5989,635,not_resonant,none
r5990,636,not_resonant,none
r5991,637,52,0
r5992,638,not_resonant,none
r5993,639,not_resonant,none
r5994,640,not_resonant,none
r6287,641,not_resonant,none
r6919,642,not_resonant,none
r6920,643,not_resonant,none
r6921,644,not_resonant,none
r6922,645,other,0
r8690,646,not_resonant,none
r8691,647,not_resonant,none
s2258,648,other,0
s2889,649,not_resonant,none
s3354,650,not_resonant,none
s3375,651,not_resonant,none
s3376,652,not_resonant,none
s3377,653,not_resonant,none
s3435,654,32,0
s3454,655,not_resonant,none
s3733,656,not_resonant,none
s3734,657,other,0
s3735,658,not_resonant,none
s4430,659,52,0
s4977,660,not_resonant,none
s5293,661,not_resonant,none
s5361,662,not_resonant,none
s6974,663,other,0
s7616,664,32,0
s7617,665,not_resonant,none
s7893,666,not_resonant,none
s8504,667,not_resonant,none
t0564,668,other,0
t2033,669,not_resonant,none
t2474,670,other,0
t2555,671,not_resonant,none
t2678,672,not_resonant,none
t2679,673,32,0
t3137,674,not_resonant,none
t3138,675,not_resonant,none
t3893,676,not_resonant,none
t3898,677,not_resonant,none
t4000,678,not_resonant,none
t4099,679,not_resonant,none
t4102,680,21,0
t4780,681,not_resonant,none
t4856,682,21,0
t4982,683,not_resonant,none
t5426,684,not_resonant,none
t5591,685,not_resonant,none
t5632,686,not_resonant,none
t5678,687,not_resonant,none
t5756,688,other,0
t5757,689,not_resonant,none
t5758,690,32,0
t5820,691,not_resonant,none
t5915,692,other,0
t5916,693,32,0
t6004,694,not_resonant,none
t6067,695,32,0
t6068,696,32,0
t6130,697,32,0
t6416,698,not_resonant,none
t8093,699,not_resonant,none
t8095,700,other,0
t8168,701,not_resonant,none
t8224,702,not_resonant,none
t9178,703,other,0
t9179,704,other,0
t9180,705,not_resonant,none
t9181,706,not_resonant,none
t9182,707,not_resonant,none
t9800,708,not_resonant,none
t9801,709,other,1
u0039,710,32,0
u0414,711,not_resonant,none
u0552,712,not_resonant,none
u4160,713,other,0
u7065,714,not_resonant,none
u8573,715,other,0
v4372,716,not_resonant,none
v4441,717,not_resonant,none
v5713,718,32,0
v6212,719,not_resonant,none
v6256,720,21,0
v6257,721,32,0
v7578,722,21,0
v7627,723,not_resonant,none
v8833,724,not_resonant,none
v8834,725,32,0
v8835,726,not_resonant,none
v8847,727,not_resonant,none
v8992,728,32,0
v8993,729,32,0
v8997,730,not_resonant,none
v9062,731,not_resonant,none
v9077,732,not_resonant,none
v9246,733,32,0
w1804,734,21,0
w3751,735,21,0
w5899,736,not_resonant,none
w5912,737,not_resonant,none
w5913,738,not_resonant,none
w7670,739,not_resonant,none
w9683,740,not_resonant,none
x1370,741,not_resonant,none
x1376,742,not_resonant,none
x1392,743,not_resonant,none
x1486,744,32,0
x2044,745,not_resonant,none
x2064,746,not_resonant,none
x2147,747,not_resonant,none
x2148,748,not_resonant,none
x2149,749,not_resonant,none
x2245,750,not_resonant,none
x2487,751,not_resonant,none
x3616,752,not_resonant,none
x3617,753,other,0
x4994,754,32,0
x7614,755,not_resonant,none
x9752,756,not_resonant,none
y0181,757,not_resonant,none
y1690,758,not_resonant,none
y2572,759,not_resonant,none
y2714,760,not_resonant,none
y2715,761,not_resonant,none
y2716,762,not_resonant,none
y3108,763,not_resonant,none
y9221,764,not_resonant,none
y9222,765,not_resonant,none
z2019,766,not_resonant,none
z2026,767,not_resonant,none
z2029,768,32,0
z2045,769,32,0
z2047,770,not_resonant,none
z2048,771,not_resonant,none
z2049,772,not_resonant,none
z2051,773,21,0
z2060,774,32,0
z2081,775,not_resonant,none
z2082,776,not_resonant,none
z2083,777,not_resonant,none
z2084,778,not_resonant,none
z2085,779,not_resonant,none
z2086,780,other,0
z2087,781,not_resonant,none
z2088,782,32,0
z2092,783,not_resonant,none
z2095,784,not_resonant,none
z2100,785,not_resonant,none
z2101,786,not_resonant,none
z2102,787,32,0
z2141,788,not_resonant,none
z2144,789,not_resonant,none
z2145,790,other,0
z2146,791,not_resonant,none
z2147,792,not_resonant,none
z2148,793,not_resonant,none
z2149,794,not_resonant,none
z2150,795,not_resonant,none
z2156,796,not_resonant,none
z2157,797,not_resonant,none
z2158,798,32,0
z2161,799,not_resonant,none
z2166,800,not_resonant,none
z2167,801,not_resonant,none
z2174,802,not_resonant,none
z2175,803,not_resonant,none
z2176,804,21,0
z2203,805,not_resonant,none
z2208,806,32,0
z2213,807,not_resonant,none
z2214,808,not_resonant,none
z2217,809,not_resonant,none
z2218,810,32,0
z2236,811,not_resonant,none
z2237,812,not_resonant,none
z2238,813,not_resonant,none
z2239,814,not_resonant,none
z2240,815,other,0
z2241,816,32,0
z2242,817,not_resonant,none
z2243,818,other,0
z2244,819,not_resonant,none
z2245,820,not_resonant,none
z2332,821,32,0
z2333,822,not_resonant,none
z2349,823,not_resonant,none
z2350,824,52,0
z2351,825,32,0
z2352,826,32,0
z2388,827,not_resonant,none
z2524,828,21,0
z2533,829,32,0
z2547,830,32,0
z2548,831,not_resonant,none
z2549,832,not_resonant,none
z2573,833,not_resonant,none
z2574,834,32,0
z2575,835,not_resonant,none
z2576,836,not_resonant,none
z2577,837,not_resonant,none
z2578,838,not_resonant,none
z2579,839,not_resonant,none
z2580,840,not_resonant,none
z2581,841,32,0
z2582,842,not_resonant,none
z2583,843,not_resonant,none
z2584,844,not_resonant,none
z2619,845,not_resonant,none
z2620,846,not_resonant,none
z2621,847,32,0
z2658,848,32,0
z2687,849,not_resonant,none
z2688,850,32,0
z2719,851,not_resonant,none
z2732,852,not_resonant,none
z2733,853,not_resonant,none
z2772,854,32,0
z2793,855,other,0
z2794,856,not_resonant,none
z2795,857,not_resonant,none
z2798,858,not_resonant,none
z2883,859,other,0
z2891,860,52,0
z2892,861,21,0
z2911,862,not_resonant,none
z2931,863,21,0
z2951,864,not_resonant,none
z2952,865,32,0
z2953,866,other,0
z2985,867,not_resonant,none
z3037,868,other,0
z3087,869,other,0
z3100,870,other,0
z3411,871,other,0
z3412,872,not_resonant,none
z3468,873,other,0
z3469,874,other,0
z3490,875,other,0
z3619,876,not_resonant,none
z3620,877,32,0
z3766,878,not_resonant,none
z3857,879,not_resonant,none
z3858,880,not_resonant,none
z3908,881,not_resonant,none
z4688,882,not_resonant,none
z6560,883,52,0
z7103,884,not_resonant,none
~000v,885,not_resonant,none
~0013,886,not_resonant,none
~001C,887,not_resonant,none
~001D,888,32,0
~001O,889,not_resonant,none
~001P,890,other,0
~001Q,891,other,0
~0086,892,21,0
~00U1,893,21,0
~00f2,894,32,0
~00nW,895,not_resonant,none
~01Gm,896,not_resonant,none
J93R00P,897,other,0
J94E02S,898,not_resonant,none
J95D02B,899,not_resonant,none
J96K01V,900,not_resonant,none
J96R20Q,901,not_resonant,none
J97G45A,902,not_resonant,none
J97Q04H,903,not_resonant,none
J97R09X,904,not_resonant,none
J98FE4S,905,not_resonant,none
J98HF1L,906,not_resonant,none
J98HF1N,907,not_resonant,none
J98HF1O,908,not_resonant,none
J98K61Y,909,not_resonant,none
J98K65S,910,not_resonant,none
J98U43R,911,32,0
J98W24V,912,not_resonant,none
J98W24X,913,not_resonant,none
J98W31S,914,32,0
J98W31V,915,32,0
J98W31W,916,not_resonant,none
J98W31Y,917,not_resonant,none
J98W31Z,918,32,0
J99CB8Y,919,not_resonant,none
J99CB8Z,920,not_resonant,none
J99CB9B,921,not_resonant,none
J99CB9C,922,not_resonant,none
J99CB9H,923,not_resonant,none
J99CB9J,924,not_resonant,none
J99CB9N,925,not_resonant,none
J99CD3Q,926,not_resonant,none
J99CF3M,927,not_resonant,none
J99CF3N,928,not_resonant,none
J99CF4G,929,not_resonant,none
J99CF4H,930,not_resonant,none
J99CF8K,931,not_resonant,none
J99D00A,932,not_resonant,none
J99D08H,933,not_resonant,none
J99G46S,934,not_resonant,none
J99H11S,935,not_resonant,none
J99H12G,936,other,0
J99H12H,937,not_resonant,none
J99H12J,938,not_resonant,none
J99JD2D,939,not_resonant,none
J99K18R,940,other,0
J99O03Z,941,not_resonant,none
J99O04A,942,not_resonant,none
J99O04C,943,not_resonant,none
J99O04D,944,not_resonant,none
J99O04G,945,not_resonant,none
J99O04H,946,not_resonant,none
J99O04K,947,not_resonant,none
J99RL4T,948,not_resonant,none
J99RL4U,949,52,0
J99RL4W,950,not_resonant,none
J99RL4X,951,not_resonant,none
J99RL4Z,952,not_resonant,none
J99RL5B,953,21,0
J99RL5G,954,not_resonant,none
J99RL5V,955,not_resonant,none
J99RL5W,956,other,0
J99RL5X,957,not_resonant,none
K00AP5F,958,not_resonant,none
K00CA4L,959,not_resonant,none
K00CA4M,960,not_resonant,none
K00CA5K,961,32,0
K00CA5L,962,not_resonant,none
K00CB4N,963,not_resonant,none
K00F08B,964,32,0
K00F08C,965,not_resonant,none
K00F08H,966,not_resonant,none
K00F53R,967,not_resonant,none
K00F53S,968,not_resonant,none
K00F53T,969,not_resonant,none
K00GE6V,970,not_resonant,none
K00GE6X,971,not_resonant,none
K00GE6Y,972,not_resonant,none
K00J81F,973,not_resonant,none
K00K04L,974,not_resonant,none
K00O51B,975,not_resonant,none
K00O67H,976,not_resonant,none
K00O67P,977,other,0
K00P29U,978,not_resonant,none
K00P29W,979,not_resonant,none
K00P29X,980,not_resonant,none
K00P29Y,981,not_resonant,none
K00P30A,982,not_resonant,none
K00P30C,983,not_resonant,none
K00P30D,984,not_resonant,none
K00P30F,985,not_resonant,none
K00P30G,986,not_resonant,none
K00P30H,987,not_resonant,none
K00P30L,988,other,1
K00P30M,989,not_resonant,none
K00P30N,990,not_resonant,none
K00QM6H,991,32,0
K00QM6L,992,other,0
K00QP1N,993,other,0
K00QP2L,994,not_resonant,none
K00SX1R,995,52,0
K00Sb0Y,996,not_resonant,none
K00W12V,997,not_resonant,none
K00WI3L,998,not_resonant,none
K00WI3M,999,not_resonant,none
K00WI3O,1000,not_resonant,none
K00Y01V,1001,not_resonant,none
K00Y01X,1002,not_resonant,none
K00Y02A,1003,not_resonant,none
K00Y02E,1004,21,0
K00Y02F,1005,not_resonant,none
K01DA6B,1006,not_resonant,none
K01DA6C,1007,not_resonant,none
K01DA6D,1008,not_resonant,none
K01E24S,1009,not_resonant,none
K01FH2U,1010,32,0
K01FI5L,1011,not_resonant,none
K01FI5T,1012,not_resonant,none
K01FJ4J,1013,not_resonant,none
K01FJ4M,1014,not_resonant,none
K01H59A,1015,not_resonant,none
K01K76F,1016,not_resonant,none
K01K76G,1017,other,0
K01K76H,1018,not_resonant,none
K01K76L,1019,not_resonant,none
K01K76Q,1020,not_resonant,none
K01K76W,1021,not_resonant,none
K01K76Y,1022,32,0
K01K77A,1023,not_resonant,none
K01K77E,1024,not_resonant,none
K01K77G,1025,not_resonant,none
K01K77O,1026,not_resonant,none
K01OA8K,1027,not_resonant,none
K01OA8N,1028,not_resonant,none
K01OA8Q,1029,not_resonant,none
K01OA8Z,1030,not_resonant,none
K01OA9G,1031,not_resonant,none
K01OA9M,1032,not_resonant,none
K01P47K,1033,not_resonant,none
K01QT7Q,1034,not_resonant,none
K01QT7X,1035,not_resonant,none
K01QT7Z,1036,not_resonant,none
K01QT8A,1037,not_resonant,none
K01QW2W,1038,not_resonant,none
K01RE3V,1039,not_resonant,none
K01RE3W,1040,not_resonant,none
K01RE3Y,1041,not_resonant,none
K01U18N,1042,not_resonant,none
K01U18P,1043,21,0
K01V71N,1044,32,0
K01XP4U,1045,not_resonant,none
K01XP4X,1046,not_resonant,none
K02CF4S,1047,not_resonant,none
K02CF4T,1048,not_resonant,none
K02CF4U,1049,not_resonant,none
K02CF4Y,1050,not_resonant,none
K02CF4Z,1051,not_resonant,none
K02CM4X,1052,not_resonant,none
K02CM5B,1053,not_resonant,none
K02CO8Z,1054,other,0
K02CP1D,1055,not_resonant,none
K02CP1E,1056,32,0
K02F06V,1057,not_resonant,none
K02F36W,1058,not_resonant,none
K02F36X,1059,not_resonant,none
K02F36Y,1060,not_resonant,none
K02G31W,1061,32,0
K02G32A,1062,not_resonant,none
K02G32E,1063,32,0
K02G32L,1064,32,0
K02G32R,1065,32,0
